outcome,category,term,coef,odds_ratio,ci_low,ci_high,p_value,ci_valid,note
is_complaint,topic,topic_행정,-0.15323999300496935,0.8579238013915214,,,,False,"표본 부족 — CI 미산출, 오즈비 해석 주의"
is_complaint,topic,topic_문화,-9.106085733511554,0.00011098830378484888,,,,False,"표본 부족 — CI 미산출, 오즈비 해석 주의"
